Gene,Pearson_Corr_Size,P_Value_Size,BH_Corrected_P_Value_Size,Pearson_Corr_KRN,P_Value_KRN,BH_Corrected_P_Value_KRN
GRMZM2G020548,-0.2590097726498594,0.221656584669269,0.9984265756175531,-0.30509372610248864,0.14714618996831683,0.9987071952047535
GRMZM2G090738,-0.07040757933578,0.7437299754293722,0.9984265756175531,0.24357602260684555,0.2514018832046422,0.9987071952047535
GRMZM2G057158,-0.2585363219490043,0.22253253423816943,0.9984265756175531,-0.36728337569425656,0.07746926681630585,0.9987071952047535
GRMZM2G040887,0.13133150163856577,0.5407345039915363,0.9984265756175531,0.09088385968327807,0.6727727417970888,0.9987071952047535
GRMZM2G132019,-0.16514362565365784,0.44060990391069216,0.9984265756175531,0.3082563718922946,0.14278789883844548,0.9987071952047535
GRMZM2G096020,-0.23744374564818196,0.2639063381085683,0.9984265756175531,-0.3300737678453245,0.11520561726384647,0.9987071952047535
GRMZM2G099598,-0.06549739531659927,0.7610763012966388,0.9984265756175531,0.15732462648110934,0.4628410946024895,0.9987071952047535
GRMZM2G092719,-0.08331092539207972,0.6987380272125198,0.9984265756175531,-0.08087820502503756,0.7071508124323875,0.9987071952047535
GRMZM2G110345,0.1250745285214652,0.5603499567309236,0.9984265756175531,0.39562602972420113,0.05567001433683997,0.9987071952047535
GRMZM2G096153,0.16997183492984294,0.4271722103012306,0.9984265756175531,0.12464209451048133,0.5617173696188938,0.9987071952047535
GRMZM2G092481,-0.0756804698951373,0.7252362656130399,0.9984265756175531,-0.2991116288396761,0.15564680904090158,0.9987071952047535
GRMZM2G075701,0.25934642558900634,0.22103512907919645,0.9984265756175531,0.34200300105648807,0.10188499532811843,0.9987071952047535
GRMZM2G075901,-0.08961934652113956,0.67708416960606,0.9984265756175531,0.15802431251607357,0.4608283659012745,0.9987071952047535
GRMZM2G056377,-0.3757596209978663,0.07036680866538557,0.9984265756175531,-0.2707835187669806,0.20060976968459548,0.9987071952047535
GRMZM2G475168,0.05712967917310678,0.7908919147193194,0.9984265756175531,0.038437434019988045,0.8584738221310988,0.9987071952047535
GRMZM2G176499,0.20656432034725514,0.33282908950241175,0.9984265756175531,-0.19901431285175777,0.3511854732871873,0.9987071952047535
GRMZM2G176397,0.12153660174791671,0.5715811280746348,0.9984265756175531,-0.18458628864116491,0.3878817582309467,0.9987071952047535
AC155624.2_FG006,0.16075553987185567,0.45301540873058393,0.9984265756175531,0.03750802521946999,0.8618634941187635,0.9987071952047535
GRMZM5G891266,-0.04892611222005444,0.8204018390092033,0.9984265756175531,-0.22018008823827312,0.3012147996748641,0.9987071952047535
GRMZM2G018417,0.1551591234932781,0.469099192926852,0.9984265756175531,0.18772018527983686,0.3797321696124448,0.9987071952047535
